video_id,title,channel,category,views,likes,description,url,published_at,country
0LiCt0QciGc,"제로슈가, 정말 먹어도 될까? 최초 공개하는 단맛의 비밀부터 대체 감미료의 숨겨진 이야기까지 대공개 (feat. 최명환 교수/우창윤 교수) [취미는 과학/ 29화 확장판]",EBS 컬렉션 - 사이언스,28,255215,4514,"📢 댓글 이벤트
댓글로 시청 소감 또는 【취미는 과학】이 다루었으면 하는 주제를 남겨주세요! 추첨을 통해 도서 
《내 이웃집 의사 친구 닥터프렌즈》를 선물로 드립니다.
✅ 참여 기간 : 4/19(토) ~ 4/24(목)
✅ 당첨자 발표 : 4/25(금) 고정 댓글 확인!

설탕 없이 단맛을 즐길 수 있다는 제로슈가, 그 달콤한 유혹은 과연 안전할까?
단맛을 느끼게 하는 신비로운 ‘맛의 회로’부터 제로슈가가 우리 몸과 뇌에 미치는 영향까지!
미각의 경로를 따라 제로슈가의 비밀을 파헤쳐 본다.

▶ 다시 보기
https://home.ebs.co.kr/ebsscience/main
*웨이브, 티빙, 왓챠에서도 ‘취미는 과학’을 검색하여 시청하실 수 있습니다

▶ 함께 보면 좋을 프로그램
EBS 【지식채널e-단맛을 향한 인류의 끝없는 집착】
EBS 【클래스e–사카린과 아스파탐 등 다양한 합성 감미료의 종류】

📌 타임라인
00:00 시작
00:18 열차에 탑승한 내분비내과 슈퍼스타
02:20 미각의 비밀을 밝혀내는 뇌공학자
05:04 과학자들의 선택은? 일반 vs 제로
06:15 인간은 왜 단맛을 좋아할까?
09:19 단맛이 넘쳐나게 된 이유
12:00 제로슈가 감미료란?
13:24 단맛은 대체 무엇일까?
15:39 단맛을 느끼게 하는 수용체의 정체
16:28 단맛 회로가 O에 있다?
16:48 단맛 회로가 귀에 있다?
18:21 데프콘이 정리하는 '단맛의 경로’
19:14 [미방분] 맛의 신경전달물질이 ATP?
20:03 제로슈가가 달게 느껴지는 이유
21:50 맛은 주관적인 감정과 인식이다
22:12 대체 감미료는 어떻게 발견됐나
24:38 맛을 속이는 '미라클베리' 실험
27:21 [미방분] 달지만 먹을 수 없는 것이 있다?
28:52 제로슈가가 우리 몸에 미치는 영향
31:31 당vs제로, 다른 생물들의 선택은?
35:23 인공 감미료가 장내 환경에 미치는 영향
37:17 제로를 먹어야 하나, 말아야 하나?
38:25 안전한 인공 감미료는 무엇일까?
41:16 제로슈가가 환경에 미치는 영향
42:15 궁극의 단맛은 존재할까?
42:50 단맛 논쟁! 의사 vs 화학자
44:37 궁극의 단맛은 존재할까?
46:34 다음 이야기

#취미는과학 #과학토크 #과학토크쇼 #과학 #데프콘 #이대한 #장홍제 #최명환 #우창윤 #제로슈가 #슈가프리 #대체감미료 #인공감미료 #아스파탐 #제로칼로리",https://www.youtube.com/watch?v=0LiCt0QciGc,2025-04-19T09:00:01Z,KR
uRGjeXyx-Fs,브롤 토크 : 새로운 브롤러 희귀도?! [브롤스타즈],브롤스타즈,20,89242,1251,"무료 선물 링크! : https://supr.cl/brawl-freebie 🎁

🤯 신규 희귀도 울트라 전설 등급?!
👘 2명의 신규 브롤러 : 죽음의 게이샤와 끔찍한 노래방 가수! 🎤
🦖 브롤 MOBA?!
🔥 8개의 신규 하이퍼차지!
🍣 새로운 스킨, 새로운 게임 모드, 새로운 이벤트 그리고 더 많은 내용들!

📲 지금 다운로드 받으세요 👉 https://supr.cl/BrawlStarsKR

브롤스타즈 Youtube 🔗 https://www.youtube.com/BrawlStarsKorea/
브롤스타즈 공식 카페 🔗 https://cafe.naver.com/brawlstars
브롤스타즈 Kakaotalk 🔗 http://pf.kakao.com/_Wqxdwxj/friend
브롤스타즈 Instagram 🔗 https://www.instagram.com/brawlstars_korea/ 
브롤스타즈 Tik Tok 🔗 https://www.tiktok.com/@brawlstars_korea

#브롤스타즈 #브롤토크 #업데이트 #검의왕국
#brawlstars #brawltalk #update #KatanaKingdom",https://www.youtube.com/watch?v=uRGjeXyx-Fs,2025-04-19T15:15:54Z,KR
LACM2vIpurg,"고윤정, 김준완 교수에게 남긴 강렬한(negative) 첫인상 #언젠가는슬기로울전공의생활 EP.4 | tvN 250420 방송",tvN DRAMA,24,502987,4056,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

'언젠가는 슬기로울' 의사생활을 꿈꾸는 레지던트들이
입덕부정기를 거쳐 성장해 나가는 과정을 담은 '슬기로운 의사생활' 스핀오프 드라마

tvN 〈언젠가는 슬기로울 전공의생활〉
[토일] 밤 9시 20분 방송

#residentplaybook #고윤정 #신시아 #강유석 #한예지 #정준원

#티빙에서스트리밍",https://www.youtube.com/watch?v=LACM2vIpurg,2025-04-20T12:49:26Z,KR
8cQQX7TsInk,아스트로(ASTRO) - 꿈속의 문(Moon) : Commentary,ASTRO 아스트로,10,624892,119258,"#ASTRO #아스트로 #꿈속의문 #Moon

ASTRO - 꿈속의 문(Moon) Commentary

with 
VIVIZ (비비지)
민혁, 기현, I.M of MONSTA X 
호시, 원우, 민규, 도겸, 승관 of SEVENTEEN
HELLO GLOOM
라키
최유정
김도연
찬희 (SF9)
방찬 (Stray Kids)
문수아 (Billlie)

▶ Twitter : http://twitter.com/offclASTRO
▶ Facebook : http://facebook.com/offclASTRO
▶ Instagram : https://www.instagram.com/officialastro
▶ Weibo : http://weibo.com/officialASTRO
▶ Fancafe : http://cafe.daum.net/fantagio-boys",https://www.youtube.com/watch?v=8cQQX7TsInk,2025-04-19T09:30:04Z,KR
45hKHD0yP5A,오키나와까지 가서 아무것도 안하는vlog,찰스엔터,22,1063286,19685,"연습생 여러분 안녕하세요!! 제 베프 현지랑 오키나와가서 4일 동안 푹쉬다 왔어요!
여행 가기 전에는 사실 가기 귀찮은 마음이 컸는데 다녀오니 저한테 너무 필요한 시간이었더라구요..

이번 영상도 재밌게 봐주시면 넘 감사하겠습니다!!❤️ 

많이 물어봐주시는 정보!

[도트 바람막이] 
릿킴(근데 현재 판매하지 않는 것 같아요ㅠㅠ 찾아봐도 왜 안나올까요..)

[광각렌즈 정보] 
오즈모 포켓3: 패키지 포함되어 있는 광각렌즈 사용
평소 아이폰15pro로 촬영 할 땐 넥스트 광각렌즈 0.3배율 사용 쿠팡에서 팔아요 

[목걸이]
넘버링 십자가 목걸이 실버

[선글라스]
산드로 선글라스 SD6083 검정색 


BGM 출처 링크:  [잠겨 죽어도 좋으니 너는 물처럼 내게 오라] https://gongu.copyright.or.kr/gongu/wrt/wrt/view.do?wrtSn=13262513&menuNo=200026",https://www.youtube.com/watch?v=45hKHD0yP5A,2025-04-17T09:00:09Z,KR
Ld7jPMHMFBo,"최화정이 결혼 반대한 김지호♥김호진네 맛있는 집들이 (+오뎅말이,전복솥밥)",안녕하세요 최화정이에요,22,923481,12541,"오늘은 세상에서 가장 청량한 미소를 가진 지호랑 츤데레 같지만 요리 잘하고 다정다감한 호진이를 만나고 왔어요😊저랑 30년 된 절친인데 여전히 알콩달콩 재미있게 살고 있더라구요. 그리고 제가 추천사를 쓴 지호의 책을 선물 받았는데요, '마음이 요동칠 때 기꺼이 나는 혼자가 된다' 정말 편하게 읽히고 동기부여가 되는 책이었어요. 댓글 달아주시면 지호가 캔디님들께 책 선물 드린대요😍서른 분께요~ 저도 생각이 많을 땐 몸을 먼저 움직여 보려구요. 오늘 당장 뭐부터 할까요? 일단 제가 좋아하는 요리하러 주방으로 룰룰루🥰❤

🎁 댓글 이벤트 참여 방법
① 영상 시청 후 댓글로 소감 남기기
② 아래 구글 폼에 댓글과 정보 제출하면 끝!
https://forms.gle/madUndQdjyuyPTEt9

🎁이벤트 기간 : 4/17(목) ~ 4/24(목)
🎁당첨자 발표 : 4/28(월)
🎁경품 : 김지호 책 '마음이 요동칠 때 기꺼이 나는 혼자가 된다'

★30년차 배우 김지호의 첫 산문집★
📖마음이 요동칠 때, 기꺼이 나는 혼자가 된다
■ 예스24
https://url.kr/8sczd4
■ 교보문고
https://url.kr/31ruc4
■ 알라딘
http://aladin.kr/p/xRc3D
■ 쿠팡
https://url.kr/d5jss2

#최화정 #김지호 #김호진",https://www.youtube.com/watch?v=Ld7jPMHMFBo,2025-04-17T09:30:10Z,KR
wrISHhZ-GTs,BOYNEXTDOOR (보이넥스트도어) 4th EP [No Genre] Trailer Film,HYBE LABELS,10,1343149,81119,"BOYNEXTDOOR 4th EP [No Genre]
2025. 5. 13 6PM (KST)

🔗 BND.lnk.to/No_Genre

#BOYNEXTDOOR #보이넥스트도어 #BND
#No_Genre

Credits:
Production: Souvenir

Director: Min Soo Park  
EP: Suyeon Jo

1st AD: Hosan Kim  
2nd AD (On-Set): Hyonji Ahn  

DP: Jin Kim  
1st AC: Steve Moon  
2nd AC: Hansol Lim  
DIT: Hyunjeong Gang
3rd AC: Kiju Kim  

Gaffer: Byongjin Yang  
1st: Soo Wook Ryu  
2nd: Dae Kwan Jung, Sang Jin Kim, Jin Hwang Sung  
3rd: Ji Young Park, Sung Jae Jeon, Da Wi Choi, In Hoe Han, Yong Chang Lee

Key Grip: Hwayeon Kim  
Best Boy: Junhee Lee  
Grip 1: Ryuhan Ko  
Grip 2: Jaegang Shin  

Trinity Operator: Sunho Choi

Production Designer: Heeju Park (Four)  
Art Director: Seoah Kim  
Art Assistants: Minsoo Park, Wonsik Yoon, Junhyeok Kim, Sanghyun Lee, Hyensoo Jin

Editor: Santiago Figueira W.  
Colorist: Soyoung Park  

3D Artist: Jungwoo Yoo
Additional 3D Artist: Hwaseung Lee  
2D Cleanup: Hyunseok Song

Music Composer: Hey Farmer

Extras:  
Used Goods Seller – Bo Gyeom Son  
Comic Store Bullies – Tae Hwan Kim, Eun Mo Kim, Ohineme Gift Chizy (Grin Agency)
Photographer – Kaare Olsen

Storyboard Artist: Hyunki Song  

Runner Support: Step by Staff


Connect with BOYNEXTDOOR :
Website🔗 https://BOYNEXTDOOR-official.com
YouTube🔗 https://youtube.com/@boynextdoor_official
Twitter🔗 https://twitter.com/BOYNEXTDOOR_KOZ
Instagram🔗 https://instagram.com/BOYNEXTDOOR_official
Facebook🔗 https://facebook.com/BOYNEXTDOOR.official
TikTok🔗 https://www.tiktok.com/@boynextdoor_official
Weibo🔗 https://weibo.com/BOYNEXTDOORKOZ

ⓒ KOZ Entertainment. All Rights Reserved.",https://www.youtube.com/watch?v=wrISHhZ-GTs,2025-04-18T13:00:03Z,KR
w4qvgMBjOPc,80평 집에서 단 4평만 사용하는 대부 '이경규' 집 최초공개 (+충격앨범),갓경규,24,881801,21542,"전국의 38만 이경규 구독자 가족 여러분 안녕하십니까.
이경규입니다.
오랜만에 제가 다시 유투브 판으로 돌아왔습니다.
앞으로 지켜봐주십시오.

이건 무조건 살려야합니다.
감사합니다.

비즈니스 문의 :  godkyungkyu@gmail.com

#이경규 #이경규유튜브 #이경규집공개 #연예인집공개",https://www.youtube.com/watch?v=w4qvgMBjOPc,2025-04-17T09:01:18Z,KR
wMxeNpX-l48,[ENG/JPN/CHN] 두리안 처음 먹어본 아이돌 찐반응 (???: 끝까지 먹일 거야.) l TXT(투모로우바이투게더) 수빈 l 제로베이스원 장하오 l 최애의 최애,Pixid,24,935985,72370,"#최애의최애 #장하오 #제로베이스원 #수빈 #TXT

설레는 마음으로 새로운 동아리에 찾아온 수빈
그런데 이번에는 뭔가 냄새가 수상하다…?!
강렬한 향과 함께 찾아온 두리안 동아리 회장, 제로베이스원 장하오!

두리안 케이크부터 두리안 라떼, 두리안 피자까지...
두리안에 잡아먹힌 오늘의 동아리 발표회

과연 수빈은 동아리에 무사히 가입할 수 있을까?

00:00 오늘의 발표자 미리보기
04:30 발표 시작
04:33 두리안이란 무엇인가?
06:02 두리안 입덕 계기
08:24 두리안 이만큼 좋아해…❤️
14:26 두리안 해체쇼쇼쇼!
19:55 ⭐️두리안 디저트 한상차림⭐️
23:18 하오 정식 최초 공개
32:48 다음 발표자 스포

💖최애의 최애💖
💖매주 목요일 오후 7시💖

#수빈 #최애의최애 #픽시드 #투모로우바이투게더 #TXT",https://www.youtube.com/watch?v=wMxeNpX-l48,2025-04-17T09:58:07Z,KR
cdeKX7cs-r0,JENNIE - like JENNIE - Live at Coachella 2025,Coachella,10,5333384,200678,"JENNIE – “like JENNIE” - Live at Coachella 2025

Watch this incredible Weekend 1 performance by JENNIE at The Outdoor Theatre on Sunday April 13th at 7:45 PT.

Tune back in this weekend for the Weekend 2 livestream, starting Friday at 4 PM PT, April 18th.
Watch the official Coachella Valley Music and Arts Festival livestream at https://www.youtube.com/coachella

Live only on YouTube from the comfort of your living room or wherever you are.
Watch up to 4 stages at once in multi-view* from your TV
Shop exclusive merch
Chat live with fans around the world

Download the official Coachella Livestream app to view the full schedule synced to your time zone, create a personalized livestream lineup, and get reminders so you don’t miss a moment — available exclusively on YouTube.
iOS: https://apps.apple.com/us/app/coachel...
Android: https://play.google.com/store/apps/de...

*Device and content restrictions apply. Multi-view feature not available on mobile and desktop devices for Coachella.
#CoachellaOnYouTube",https://www.youtube.com/watch?v=cdeKX7cs-r0,2025-04-16T20:59:08Z,KR
GWTMX_LuE2I,"“말 너무 심해애!” 지예은, ‘턱살 실종사건’에 런닝맨 멤버들 걱정♨",런닝맨 - 스브스 공식 채널,24,315219,3002,"지예은의 턱살 실종에 런닝맨 멤버들이 걱정한다.

예　능 | 런닝맨 749회
본방송 | 4월 20일 일요일 밤 6시 10분

#런닝맨 #지예은 #양세찬

Copyright ⓒ SBS. All rights reserved.
무단 전재, 재배포 및 AI학습 이용 금지 

*프로그램 다시 보기

✔ SBS홈페이지:
https://programs.sbs.co.kr/tv/youtube?co=youtube&type=tv&content_id=E474483669&yt_channel=SBSRunningMan
✔ WAVVE:
https://www.wavve.com/player/vod?contentid=S01_E474483669.1&utm_campaign=2025_SBS&utm_source=youtube&utm_medium=movcon&utm_contents=SBSRunningMan",https://www.youtube.com/watch?v=GWTMX_LuE2I,2025-04-20T09:36:12Z,KR
KUzXga0Hplg,드디어 권상우 컴백♥ 오랜만에 만났더니 애틋함이 폭발하는 태영상우 부부,Mrs.뉴저지 손태영,22,164359,4407,"안녕하세요 손태영입니다 :) 

저희 남편이 오랜만에 미국에 돌아와서 간만에 둘만의 시간을 보내봤어요~

그동안 못 나눴던 수다타임도 실컷 가졌는데 
저희 투닥투닥하는 모습 재밌게 봐주셨으면 좋겠어요 ㅎㅎ 

마지막 저희가 요즘 열심히 하고 있는 운동도 알차게 담았으니 끝까지 꼭 봐주세요:)
여러분 항상 사랑하고 감사합니다^^

#미세스뉴저지손태영 #손태영 #권상우",https://www.youtube.com/watch?v=KUzXga0Hplg,2025-04-19T05:15:01Z,KR
6PUc8Peh8Xs,&TEAM(앤팀) 'Go in Blind' (4K) | STUDIO CHOOM ORIGINAL,STUDIO CHOOM [스튜디오 춤],24,308967,33998,"[STUDIO CHOOM ORIGINAL] &TEAM 'Go in Blind'
[스튜디오 춤 오리지널] 앤팀 'Go in Blind'

루네들아 앤팀이 진짜 작정한 것 같다
(2:14) 진정한 퍼포 작두의 맛 이거지예🖤

[𝐖𝐞𝐯𝐞𝐫𝐬𝐞 𝐒𝐡𝐨𝐩 𝐆𝐥𝐨𝐛𝐚𝐥 𝐗 𝐒𝐓𝐔𝐃𝐈𝐎 𝐂𝐇𝐎𝐎𝐌]
「𝐒𝐓𝐔𝐃𝐈𝐎 𝐂𝐇𝐎𝐎𝐌 𝐆𝐢𝐟𝐭」 &𝐓𝐄𝐀𝐌 𝟑𝐫𝐝 𝐒𝐈𝐍𝐆𝐋𝐄 '𝐆𝐨 𝐢𝐧 𝐁𝐥𝐢𝐧𝐝'

📍 Weverse Shop GLOBAL
💿 [STUDIO CHOOM GIFT] 'Go in Blind' LIMITED EDITION : https://go.weverse.io/qt3S/tia42om2
💿 [STUDIO CHOOM GIFT] 'Go in Blind' STANDARD EDITION : https://go.weverse.io/qt3S/deeascgx
💿 [STUDIO CHOOM GIFT] 'Go in Blind' SOLO EDITION : https://go.weverse.io/qt3S/x5pjvkfq
💿 [STUDIO CHOOM GIFT] 'Go in Blind' SOLO EDITION 9 SET : https://go.weverse.io/qt3S/uvysdvg2

📅 예약 판매 기간: 4/18(금) 7PM - 4/24(목) 22:00PM (KST)
💗 기간 내 앨범 구매 시 「스튜디오 춤」 미공개 포토카드 증정
💗 추첨 통해 사인 폴라로이드 증정

📆 予約受付期間 : 4月18日(金) 午後 7時 ~ 4月24日(木) 午後 10時
💗 期間内にアルバムをご購入した方々には「STUDIO CHOOM」限定未公開フォトカードをプレゼント
💗 購入期間内に購入するとサインポラロイドをプレゼント

📆 PRE-ORDER: Apr. 18th 7PM - Apr. 24th 10PM (KST)
💗 Exclusive Photocards included 
💗 Raffle Event : Unreleased autographed polaroid giveaway (9 winners)

※ 구매 및 배송 등 상품 관련 문의는 판매처로 부탁 드립니다.
※ 配送または一般的な性質についてお問い合わせが必要な場合は、販売者にお問い合わせください。
※ Contact Seller if you need any inquiries of delivery or a general nature.  

#andTEAM #SC_ORIGINAL

Stream various performance video on #STUDIOCHOOM!

👉SUBSCRIBE👈
YouTube: https://www.youtube.com/STUDIOCHOOM
Facebook:  https://www.facebook.com/StudioCHOOM
Instagram: https://www.instagram.com/studio_choom/
Naver TV: https://tv.naver.com/cjenm.STUDIOCHOOM",https://www.youtube.com/watch?v=6PUc8Peh8Xs,2025-04-19T10:00:08Z,KR
VrZMcWxtHCE,〈폭싹 속았수다〉의 박해준! 암 투병 연기를 위해 이것까지 감행하다 ㄷㄷ #highlight#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.289,유 퀴즈 온 더 튜브,24,828826,6055,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

#유퀴즈 #유재석 #조세호
유퀴즈온더블럭 YOU QUIZ ON THE BLOCK EP.289
#사활을_걸다
매주 (수) 저녁 8시 45분 tvN 방송

#티빙에서스트리밍",https://www.youtube.com/watch?v=VrZMcWxtHCE,2025-04-17T08:33:04Z,KR
vI62VjzA_xs,"한가인♥찰스엔터 서촌에서 노가리 vlog (월간데이트 스포, 연애상담)",자유부인 한가인,22,468060,11585,"안녕하세요 자유부인 한가인입니다

4월 초에 찰스엔터 찬미를 만나서 한
여자들의 데이트 브이로그를 공개합니다

찰스와 찐수다 떨면서 월간데이트 비하인드도 듣고
같이 사진도 찍고 시간 가는 줄 몰랐어요 

이정도면 성공한? 데뷔한? 연습생ㅎㅎㅎㅎㅎ

무튼 같이 놀아주고 출연해준 찰스 정말 고맙습니다

그럼 다음에 또 만나요
안녕

🧡 5월 2일부터 8일까지 현대백화점 판교점에서 하는
자유부인 한가인 팝업스토어 많은 기대 부탁드려요~

#한가인 #찰스엔터 #한가인유튜브 #자유부인한가인",https://www.youtube.com/watch?v=vI62VjzA_xs,2025-04-17T09:15:10Z,KR
